alert_id,customer_id,typology_family,observation_end,rule_ids,max_rule_severity,evidence_count,rule_result_ids,evidence_transaction_ids,alert_version,behavioral_crr_score,behavioral_crr_tier,behavioral_reason_codes,crr_version,gross_amount_7d,net_amount_7d,txn_count_7d,unique_counterparties_7d,high_risk_geo_txn_count_7d,round_amount_count_7d,reversal_count_7d,inbound_amount_7d,outbound_amount_7d,flow_through_ratio_7d,gross_amount_30d,net_amount_30d,txn_count_30d,unique_counterparties_30d,high_risk_geo_txn_count_30d,round_amount_count_30d,reversal_count_30d,inbound_amount_30d,outbound_amount_30d,flow_through_ratio_30d,gross_amount_90d,net_amount_90d,txn_count_90d,unique_counterparties_90d,high_risk_geo_txn_count_90d,round_amount_count_90d,reversal_count_90d,inbound_amount_90d,outbound_amount_90d,flow_through_ratio_90d,as_of_timestamp,feature_version,risk_indicator_version,confirmed_suspicious,sar_referral,qa_confirmed,outcome_date,label_maturity_days,label
ALERT-14624173644C,C0024,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-25696C561D2E,T000815;T000828,ALERT-CONSOLIDATION-1.0,69.0,medium,no_behavioral_elevation,CRR-BEH-1.0,531.83,531.83,1.0,1.0,1.0,0.0,0.0,531.83,0.0,0.0,3754.13,1584.75,4.0,4.0,1.0,0.0,1.0,1616.52,2137.6099999999997,1.3223529557320661,12685.4067,10516.0267,13,11,5,0,1,5673.8302,7011.576499999999,1.2357748210371187,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-15,45,0
ALERT-CB4B3E6303F0,C0026,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-68A6100C803B,T000859;T000860;T000864,ALERT-CONSOLIDATION-1.0,51.0,medium,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5475.110000000001,5475.110000000001,5.0,5.0,2.0,0.0,0.0,1568.74,3906.37,2.490132208014075,7408.65,7408.65,7,7,2,0,0,2608.85,4799.8,1.8398144776434062,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-17,30,0
ALERT-B23D4EA37B1D,C0027,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,6,RR-C2A63D22C77D,T000890;T000896;T000901;T000915;T000923;T000924,ALERT-CONSOLIDATION-1.0,31.0,low,activity_above_expected,CRR-BEH-1.0,11034.179999999998,11034.179999999998,3.0,3.0,0.0,0.0,0.0,785.65,10248.529999999999,5.0,47080.644,47080.644,10.0,10.0,1.0,0.0,0.0,25141.854000000003,21938.79,0.8726003261334665,129324.2043,115531.4043,30,28,5,0,3,53706.295,75617.9093,1.4079896835184778,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,0,1,2026-04-28,60,1
ALERT-85D20FB7499D,C0027,pass_through,2026-03-31T23:59:59+00:00,TM-FLOW-001,4,10,RR-579D737CCCEC,T000870;T000889;T000890;T000896;T000898;T000900;T000901;T000915;T000923;T000924,ALERT-CONSOLIDATION-1.0,31.0,low,activity_above_expected,CRR-BEH-1.0,11034.179999999998,11034.179999999998,3.0,3.0,0.0,0.0,0.0,785.65,10248.529999999999,5.0,47080.644,47080.644,10.0,10.0,1.0,0.0,0.0,25141.854000000003,21938.79,0.8726003261334665,129324.2043,115531.4043,30,28,5,0,3,53706.295,75617.9093,1.4079896835184778,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,0,1,2026-04-28,60,1
ALERT-BFB469438B3E,C0029,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-D3D318B5F077,T000975;T000976,ALERT-CONSOLIDATION-1.0,45.0,medium,activity_above_expected,CRR-BEH-1.0,1326.6702,1326.6702,2.0,2.0,0.0,0.0,0.0,0.0,1326.6702,0.0,9219.6302,6165.8302,7.0,7.0,2.0,0.0,1.0,2438.08,6781.5502,2.7815125836723977,16105.8639,13052.063900000001,14,12,3,0,1,7203.6637,8902.2002,1.235787867220953,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-15,30,0
ALERT-BC654D1D4F2E,C0031,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-93B22712BDA0,T001022;T001023;T001037,ALERT-CONSOLIDATION-1.0,37.0,low,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3408.915,3408.915,4.0,4.0,1.0,0.0,0.0,2663.475,745.44,0.27987497536113537,22325.11,13719.19,15,15,2,0,2,10530.0438,11795.066200000001,1.1201345810166528,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,1,1,2026-04-27,30,1
ALERT-178C603CC0EB,C0032,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-854ADEF729EC,T001050;T001075,ALERT-CONSOLIDATION-1.0,29.0,low,no_behavioral_elevation,CRR-BEH-1.0,695.48,695.48,1.0,1.0,0.0,0.0,0.0,695.48,0.0,0.0,5479.7503,5479.7503,6.0,6.0,2.0,0.0,0.0,695.48,4784.2703,5.0,18672.0168,10349.9324,16,16,6,0,1,9135.3965,9536.6203,1.043919691936743,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-23,30,0
ALERT-66ED0AA42592,C0034,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-558157ADF17F,T001111;T001112,ALERT-CONSOLIDATION-1.0,41.0,low,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5269.75,5269.75,3.0,3.0,1.0,0.0,0.0,1442.29,3827.46,2.6537381525213375,25972.7582,25972.7582,16,15,3,0,0,14524.3138,11448.4444,0.7882261811225808,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-18,30,0
ALERT-146C88DAE065,C0035,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,4,RR-C88330C1B2DA,T001147;T001154;T001156;T001160,ALERT-CONSOLIDATION-1.0,43.0,low,no_behavioral_elevation,CRR-BEH-1.0,452.38,452.38,1.0,1.0,0.0,0.0,0.0,452.38,0.0,0.0,7056.73,6258.83,7.0,7.0,1.0,0.0,1.0,5559.68,1497.05,0.269269094624151,17195.3,14531.94,17,17,2,0,2,13802.17,3393.13,0.24584032800639322,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-25,45,0
ALERT-2758E6ADD8FE,C0036,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-2CBBE5517E70,T001186;T001197,ALERT-CONSOLIDATION-1.0,25.0,low,no_behavioral_elevation,CRR-BEH-1.0,569.08,569.08,1.0,1.0,0.0,0.0,0.0,569.08,0.0,0.0,3929.85,3929.85,4.0,3.0,1.0,0.0,0.0,2322.1,1607.75,0.6923689763576074,8054.4496,8054.4496,9,8,5,0,0,5822.8496,2231.6,0.383248779085759,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-18,60,0
ALERT-D1612DFADB32,C0037,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,4,RR-1B591F816EAA,T001220;T001224;T001247;T001259,ALERT-CONSOLIDATION-1.0,59.0,medium,high_risk_geo_activity,CRR-BEH-1.0,716.61,716.61,1.0,1.0,0.0,0.0,0.0,0.0,716.61,0.0,5513.42,5513.42,8.0,7.0,3.0,0.0,0.0,3921.43,1591.9900000000002,0.40597180110316905,28625.547,28625.547,28,21,11,0,0,16905.1456,11720.4014,0.6933037831984127,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,1,0,2026-04-26,45,1
ALERT-A1B7FD73D7FB,C0038,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-3FFF7E986DAF,T001275;T001282,ALERT-CONSOLIDATION-1.0,63.0,medium,high_risk_geo_activity,CRR-BEH-1.0,835.885,835.885,2.0,2.0,1.0,0.0,0.0,835.885,0.0,0.0,3457.315,405.9749999999999,4.0,4.0,3.0,0.0,1.0,835.885,2621.4300000000003,3.1361132213163296,11710.455,8659.115,10,10,4,0,1,2729.165,8981.29,3.2908563608283123,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-07,45,0
ALERT-0233D353AF0B,C0042,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-9880B0ED5EE6,T001399;T001402;T001410,ALERT-CONSOLIDATION-1.0,27.0,low,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4763.7654,3487.7242,5.0,5.0,2.0,0.0,1.0,854.4114,3909.3540000000003,4.5754937258561865,12467.3032,11191.261999999999,10,10,3,0,1,5477.9792,6989.324,1.2758945853609667,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-01,30,0
ALERT-C53E1C6839FB,C0045,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,4,RR-0D02E471B50E,T001511;T001515;T001517;T001531,ALERT-CONSOLIDATION-1.0,37.0,low,no_behavioral_elevation,CRR-BEH-1.0,1657.6074,1657.6074,1.0,1.0,0.0,0.0,0.0,1657.6074,0.0,0.0,11813.3174,9256.617400000001,6.0,6.0,0.0,0.0,1.0,2935.9574000000002,8877.36,3.0236678502215324,55419.7395,51012.0395,23,21,4,0,2,29229.7723,26189.9672,0.8960031207632774,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,1,0,2026-04-15,45,1
ALERT-72403FD5CCDD,C0051,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-C8E7B88DD20C,T001698;T001711,ALERT-CONSOLIDATION-1.0,15.0,low,no_behavioral_elevation,CRR-BEH-1.0,2283.22,2283.22,1.0,1.0,0.0,0.0,0.0,2283.22,0.0,0.0,6432.01,-695.3899999999999,5.0,5.0,0.0,0.0,2.0,6128.099999999999,303.91,0.04959285912436156,26089.7013,18962.3013,20,18,4,0,2,16213.1438,9876.557499999999,0.6091697959281653,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-17,45,0
ALERT-6F5059533727,C0052,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-1673B6870AD9,T001718;T001720;T001730,ALERT-CONSOLIDATION-1.0,25.0,low,no_behavioral_elevation,CRR-BEH-1.0,746.42,746.42,1.0,1.0,0.0,0.0,0.0,0.0,746.42,0.0,4365.9123,4365.9123,4.0,4.0,0.0,0.0,0.0,2317.1962,2048.7161,0.8841357930761323,11501.122299999999,11501.122299999999,10,10,0,0,0,7333.986199999999,4167.1361,0.5681952469449697,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-05,45,0
ALERT-8E86B414A6DC,C0053,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,4,RR-CBB4B6C5619F,T001737;T001743;T001760;T001768,ALERT-CONSOLIDATION-1.0,63.0,medium,high_risk_geo_activity,CRR-BEH-1.0,627.66,627.66,1.0,1.0,1.0,0.0,0.0,627.66,0.0,0.0,7442.38,516.0600000000005,6.0,6.0,3.0,0.0,2.0,5130.21,2312.17,0.4506969500273868,16125.7035,3697.6545000000006,17,16,5,0,5,5764.0792,10361.6243,1.7976200431111355,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-01,30,0
ALERT-F7213FB4569A,C0054,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,8,RR-D9F22EE85ACB,T001775;T001783;T001786;T001788;T001789;T001793;T001799;T001804,ALERT-CONSOLIDATION-1.0,61.0,medium,activity_above_expected,CRR-BEH-1.0,1730.46,1730.46,1.0,1.0,1.0,0.0,0.0,0.0,1730.46,0.0,15854.9716,13136.2916,10.0,10.0,2.0,0.0,1.0,10816.6568,5038.3148,0.4657922399830602,27815.8237,21575.2237,20,19,4,0,3,15301.0478,12514.7759,0.8179031961458222,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-07,60,0
ALERT-86DE8605F69B,C0056,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-4F720DC8A5F6,T001833;T001873,ALERT-CONSOLIDATION-1.0,45.0,medium,no_behavioral_elevation,CRR-BEH-1.0,3475.44,3475.44,1.0,1.0,0.0,0.0,0.0,3475.44,0.0,0.0,4239.6900000000005,4239.6900000000005,2.0,2.0,0.0,0.0,0.0,4239.6900000000005,0.0,0.0,49507.8104,26335.4728,18,17,6,0,3,35544.4726,13963.3378,0.3928413274586046,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,1,1,2026-05-03,60,1
ALERT-1FC2FB8E1779,C0059,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-72D186097776,T001932;T001938;T001940,ALERT-CONSOLIDATION-1.0,49.0,medium,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398.34,2398.34,3.0,3.0,1.0,0.0,0.0,1804.95,593.39,0.3287570292805895,9265.7168,6329.6632,11,11,2,0,2,3548.3532,5717.363600000001,1.6112724065913169,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-17,60,0
ALERT-61F09CF8DE77,C0060,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-9AE63B06ECD8,T001954;T001958,ALERT-CONSOLIDATION-1.0,25.0,low,no_behavioral_elevation,CRR-BEH-1.0,1476.3665999999998,1476.3665999999998,1.0,1.0,0.0,0.0,0.0,0.0,1476.3665999999998,0.0,6217.286599999999,3912.0666,3.0,3.0,1.0,0.0,1.0,4740.92,1476.3665999999998,0.31140930452317267,10388.3266,4770.1666,8,8,2,0,2,6059.66,4328.6666,0.7143414977077921,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-10,30,0
ALERT-C63783D23823,C0063,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,6,RR-19D9FA5BCE88,T002040;T002051;T002054;T002057;T002060;T002062,ALERT-CONSOLIDATION-1.0,43.0,low,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9114.2195,7448.3709,9.0,7.0,1.0,0.0,2.0,1242.5643,7871.6552,5.0,33086.0595,18665.4109,25,18,3,0,7,10147.5843,22938.4752,2.260486291303833,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,1,2026-05-09,45,1
ALERT-A2B541234CB5,C0065,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,5,RR-0E63B6994D71,T002103;T002112;T002120;T002133;T002149,ALERT-CONSOLIDATION-1.0,37.0,low,high_risk_geo_activity,CRR-BEH-1.0,15980.0,15980.0,2.0,2.0,1.0,0.0,0.0,10563.42,5416.58,0.5127676453269869,51293.6901,19760.7273,12.0,12.0,3.0,0.0,3.0,28974.1501,22319.54,0.7703259603117747,92988.7901,55731.7037,26,24,7,0,5,39679.125700000004,53309.6644,1.343519129001373,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,1,1,2026-04-26,45,1
ALERT-12A07E329C5E,C0065,pass_through,2026-03-31T23:59:59+00:00,TM-FLOW-001,4,9,RR-60AD8618EABE,T002103;T002112;T002118;T002120;T002133;T002134;T002145;T002149;T002150,ALERT-CONSOLIDATION-1.0,37.0,low,high_risk_geo_activity,CRR-BEH-1.0,15980.0,15980.0,2.0,2.0,1.0,0.0,0.0,10563.42,5416.58,0.5127676453269869,51293.6901,19760.7273,12.0,12.0,3.0,0.0,3.0,28974.1501,22319.54,0.7703259603117747,92988.7901,55731.7037,26,24,7,0,5,39679.125700000004,53309.6644,1.343519129001373,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,1,1,2026-04-26,45,1
ALERT-FB6E807432D4,C0067,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-6073AE2BB0FA,T002183;T002186,ALERT-CONSOLIDATION-1.0,37.0,low,no_behavioral_elevation,CRR-BEH-1.0,367.3,367.3,1.0,1.0,1.0,0.0,0.0,367.3,0.0,0.0,2206.929,-909.4110000000001,3.0,3.0,2.0,0.0,1.0,1925.47,281.459,0.14617677761793224,8981.298999999999,5134.139,9,9,4,0,2,6320.05,2661.2490000000003,0.42108037119959496,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-07,60,0
ALERT-C5B5761CF3F4,C0070,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-B47C9F5F7046,T002249;T002250,ALERT-CONSOLIDATION-1.0,15.0,low,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2981.84,2981.84,3.0,3.0,1.0,0.0,0.0,427.06,2554.7799999999997,5.0,11960.3264,11960.3264,10,10,4,0,0,6651.6,5308.7264,0.7981126946899992,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-04,45,0
ALERT-A182906451B3,C0071,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-8350DC907136,T002261;T002279;T002280,ALERT-CONSOLIDATION-1.0,33.0,low,no_behavioral_elevation,CRR-BEH-1.0,1806.9,1806.9,1.0,1.0,0.0,0.0,0.0,0.0,1806.9,0.0,5143.8144,5143.8144,4.0,4.0,1.0,0.0,0.0,1805.8914,3337.923,1.8483520105361817,15837.2468,15837.2468,13,13,5,0,0,10498.1814,5339.0653999999995,0.508570503458818,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-13,60,0
ALERT-D0C43F5F3981,C0075,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-1A15AC9DF54C,T002404;T002409,ALERT-CONSOLIDATION-1.0,33.0,low,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713.7004,2713.7004,3.0,3.0,1.0,0.0,0.0,589.33,2124.3704,3.604721293672475,12236.4658,9074.4658,12,11,6,0,1,7853.1254,4383.3404,0.5581650841841899,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-10,45,0
ALERT-33045545426E,C0082,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-619C62BBB8CF,T002594;T002610,ALERT-CONSOLIDATION-1.0,69.0,medium,no_behavioral_elevation,CRR-BEH-1.0,2903.2841,2903.2841,2.0,2.0,0.0,0.0,0.0,1593.6341,1309.65,0.8218009391239809,4507.2859,4507.2859,3.0,3.0,1.0,0.0,0.0,3197.6359,1309.65,0.409568206311419,13615.4559,13615.4559,8,7,2,0,0,3197.6359,10417.82,3.2579756813463345,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-04,30,0
ALERT-49F4C40B41DE,C0084,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,5,RR-D7452347E62B,T002640;T002641;T002645;T002650;T002657,ALERT-CONSOLIDATION-1.0,47.0,medium,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6421.82,6421.82,6.0,5.0,1.0,0.0,0.0,1920.3899999999999,4501.43,2.3440186628757704,10925.7481,10925.7481,10,8,1,0,0,4455.24,6470.5081,1.452336596906115,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-15,30,0
ALERT-CC30B474F664,C0085,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-B769C42647E7,T002664;T002666;T002678,ALERT-CONSOLIDATION-1.0,27.0,low,no_behavioral_elevation,CRR-BEH-1.0,1671.26,1671.26,2.0,2.0,0.0,0.0,0.0,462.08,1209.18,2.6168195983379503,6326.0888,4571.0688,7.0,7.0,2.0,0.0,1.0,1700.91,4625.1788,2.7192378197553073,11739.7588,8940.4788,11,10,2,0,2,2962.16,8777.5988,2.9632426337537474,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-23,60,0
