rule_result_id,customer_id,rule_id,rule_version,feature_version,typology_family,segment_id,observation_start,observation_end,rule_reason,rule_severity,customer_eligible,transaction_eligible,triggered,raw_trigger_retained,suppression_applied,suppression_policy_id,alert_generated,suppression_reason,evidence_count,evidence_amount,evidence_transaction_ids,threshold,data_quality_status
RR-5BAA1CBB0532,C0063,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,756.3,T002040,configured_threshold,passed
RR-C6A733EB1B0E,C0065,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,21881.09,T002112;T002103,configured_threshold,passed
RR-85DA1F2997E7,C0067,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,367.3,T002183,configured_threshold,passed
RR-D1A9C87E2FAA,C0070,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,1503.26,T002243,configured_threshold,passed
RR-9DD2275E40A1,C0071,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,320.13,T002279,configured_threshold,passed
RR-541E35EEDD0A,C0072,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,2805.36,T002284,configured_threshold,passed
RR-FEE3F1D1C93D,C0073,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,644.26,T002339,configured_threshold,passed
RR-98E27D10044A,C0075,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,1757.73,T002409,configured_threshold,passed
RR-5AFDDD409EA7,C0081,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,1959.18,T002577;T002573,configured_threshold,passed
RR-85757CEA1342,C0082,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,1604.0,T002610,configured_threshold,passed
RR-D03C917BDFF2,C0084,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,1783.77,T002641,configured_threshold,passed
RR-8255FF0E10F9,C0085,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,2538.49,T002678;T002672,configured_threshold,passed
RR-39CBAF774FE2,C0087,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,393.21,T002715,configured_threshold,passed
RR-DB7BFC4BC881,C0088,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,1253.03,T002742,configured_threshold,passed
RR-CC62936D0949,C0090,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,2138.52,T002813;T002790,configured_threshold,passed
RR-98EAD0AAF33B,C0091,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,207.58,T002869,configured_threshold,passed
RR-82B5B73FBB52,C0092,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,7333.11,T002927;T002897,configured_threshold,passed
RR-C06D5432FE79,C0093,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,2330.63,T002947;T002954,configured_threshold,passed
RR-D11115253E2B,C0094,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,5429.61,T002982;T002971,configured_threshold,passed
RR-92E1552ABDD2,C0097,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,3104.98,T003053;T003068,configured_threshold,passed
RR-1968B2542C60,C0098,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,2034.22,T003098;T003106,configured_threshold,passed
RR-AF3721664632,C0099,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,3,4202.79,T003128;T003121;T003131,configured_threshold,passed
RR-3D5D22391C1E,C0100,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,2780.32,T003153;T003140,configured_threshold,passed
RR-B23536A7515F,C0101,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,4042.36,T003163,configured_threshold,passed
RR-A5D0A66D74EB,C0102,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,198.86,T003218,configured_threshold,passed
RR-F168CD07BB31,C0103,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,2788.27,T003245;T003248,configured_threshold,passed
RR-CADE7FF1D08C,C0104,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,2319.01,T003266,configured_threshold,passed
RR-D95176615021,C0106,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,3372.02,T003301;T003326,configured_threshold,passed
RR-4CC16C5DFD22,C0107,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,2985.34,T003342;T003363,configured_threshold,passed
RR-498978C3933E,C0108,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,True,True,False,,True,,5,5646.68,T003387;T003403;T003385;T003405;T003395,configured_threshold,passed
RR-5C4D428FDBC1,C0110,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,1422.15,T003491,configured_threshold,passed
RR-CAE5B4573407,C0111,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,783.84,T003534,configured_threshold,passed
RR-29DDDBF25243,C0112,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,1189.14,T003557;T003549,configured_threshold,passed
RR-BC91E8606C58,C0113,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,1083.03,T003604,configured_threshold,passed
RR-403272C4CA05,C0114,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,1138.1,T003616,configured_threshold,passed
RR-99C41BC6529B,C0115,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,638.25,T003641,configured_threshold,passed
RR-F46858B84E1B,C0117,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,2329.78,T003709,configured_threshold,passed
RR-14B3019C760B,C0118,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,1,1014.11,T003734,configured_threshold,passed
RR-C8007F884704,C0119,TM-GEO-001,TM-RULES-2.0,AML-FEATURES-2.0,high_risk_geography,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Higher-risk geography exposure,3,True,True,False,False,False,,False,,2,5086.22,T003783;T003780,configured_threshold,passed
RR-930C4D239249,C0024,TM-RAPID-001,TM-RULES-2.0,AML-FEATURES-2.0,rapid_movement,consumer_wallet,2026-03-28T23:59:59+00:00,2026-03-31T23:59:59+00:00,Rapid movement of funds,5,True,True,False,False,False,,False,,1,0.0,T000817,outbound/inbound>=0.80 and inbound>=5000,passed
RR-C3710466F6FE,C0028,TM-RAPID-001,TM-RULES-2.0,AML-FEATURES-2.0,rapid_movement,cross_border,2026-03-28T23:59:59+00:00,2026-03-31T23:59:59+00:00,Rapid movement of funds,5,True,True,False,False,False,,False,,1,0.0,T000931,outbound/inbound>=0.80 and inbound>=5000,passed
RR-F796AC10D929,C0045,TM-RAPID-001,TM-RULES-2.0,AML-FEATURES-2.0,rapid_movement,smb_card,2026-03-28T23:59:59+00:00,2026-03-31T23:59:59+00:00,Rapid movement of funds,5,True,True,False,False,False,,False,,1,0.0,T001517,outbound/inbound>=0.80 and inbound>=5000,passed
RR-071347156C5A,C0046,TM-RAPID-001,TM-RULES-2.0,AML-FEATURES-2.0,rapid_movement,merchant_payout,2026-03-28T23:59:59+00:00,2026-03-31T23:59:59+00:00,Rapid movement of funds,5,True,True,False,False,False,,False,,3,1851.59,T001558;T001553;T001551,outbound/inbound>=0.80 and inbound>=5000,passed
RR-4C871380768E,C0053,TM-RAPID-001,TM-RULES-2.0,AML-FEATURES-2.0,rapid_movement,consumer_wallet,2026-03-28T23:59:59+00:00,2026-03-31T23:59:59+00:00,Rapid movement of funds,5,True,True,False,False,False,,False,,1,0.0,T001737,outbound/inbound>=0.80 and inbound>=5000,passed
RR-205466DC623B,C0058,TM-RAPID-001,TM-RULES-2.0,AML-FEATURES-2.0,rapid_movement,consumer_wallet,2026-03-28T23:59:59+00:00,2026-03-31T23:59:59+00:00,Rapid movement of funds,5,True,True,False,False,False,,False,,1,0.0,T001921,outbound/inbound>=0.80 and inbound>=5000,passed
RR-0436796C9A3E,C0065,TM-RAPID-001,TM-RULES-2.0,AML-FEATURES-2.0,rapid_movement,merchant_payout,2026-03-28T23:59:59+00:00,2026-03-31T23:59:59+00:00,Rapid movement of funds,5,True,True,False,False,False,,False,,2,5416.58,T002120;T002103,outbound/inbound>=0.80 and inbound>=5000,passed
RR-5D57E4451ADA,C0067,TM-RAPID-001,TM-RULES-2.0,AML-FEATURES-2.0,rapid_movement,consumer_wallet,2026-03-28T23:59:59+00:00,2026-03-31T23:59:59+00:00,Rapid movement of funds,5,True,True,False,False,False,,False,,1,0.0,T002183,outbound/inbound>=0.80 and inbound>=5000,passed
RR-8A61D04D31AA,C0098,TM-RAPID-001,TM-RULES-2.0,AML-FEATURES-2.0,rapid_movement,smb_card,2026-03-28T23:59:59+00:00,2026-03-31T23:59:59+00:00,Rapid movement of funds,5,True,True,False,False,False,,False,,1,0.0,T003106,outbound/inbound>=0.80 and inbound>=5000,passed
RR-3B530A7CE36B,C0001,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,9,24278.02,T000055;T000003;T000023;T000034;T000026;T000061;T000038;T000043;T000049,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-8CB13C6F2D4B,C0002,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,1,1635.05,T000082,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-7FE90B8A9056,C0003,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,4077.43,T000118;T000119;T000101;T000107,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-D7781E7E7C44,C0004,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,6126.12,T000150;T000140;T000152;T000155;T000162,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
