customer_id,gross_amount_7d,net_amount_7d,txn_count_7d,unique_counterparties_7d,high_risk_geo_txn_count_7d,round_amount_count_7d,reversal_count_7d,inbound_amount_7d,outbound_amount_7d,flow_through_ratio_7d,gross_amount_30d,net_amount_30d,txn_count_30d,unique_counterparties_30d,high_risk_geo_txn_count_30d,round_amount_count_30d,reversal_count_30d,inbound_amount_30d,outbound_amount_30d,flow_through_ratio_30d,gross_amount_90d,net_amount_90d,txn_count_90d,unique_counterparties_90d,high_risk_geo_txn_count_90d,round_amount_count_90d,reversal_count_90d,inbound_amount_90d,outbound_amount_90d,flow_through_ratio_90d,as_of_timestamp,feature_version,risk_indicator_version
C0011,486.41,486.41,1.0,1.0,1.0,0.0,0.0,486.41,0.0,0.0,7179.4488,7179.4488,6.0,6.0,1.0,0.0,0.0,6057.779,1121.6698,0.18516188854033794,51818.6835,51818.6835,19,17,7,0,0,19796.1887,32022.4948,1.6176090905821685,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0012,3354.3599999999997,2150.52,3.0,3.0,1.0,0.0,1.0,2275.77,1078.59,0.4739450823237849,13925.599999999999,12721.76,11.0,11.0,2.0,0.0,1.0,5908.64,8016.96,1.356819843483441,28567.4428,27363.6028,24,22,4,0,1,16523.66,12043.7828,0.7288810590389782,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0013,137.17,137.17,1.0,1.0,0.0,0.0,0.0,137.17,0.0,0.0,3830.02,3830.02,5.0,5.0,2.0,0.0,0.0,2155.06,1674.96,0.7772219798984715,11125.2518,8424.5318,12,12,2,0,1,3514.794,7610.4578,2.1652642516175913,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1846.6689,1846.6689,1.0,1.0,0.0,0.0,0.0,1846.6689,0.0,0.0,21585.0814,21585.0814,14,14,2,0,0,12737.377499999999,8847.7039,0.6946252397716878,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3067.2486,3067.2486,4.0,4.0,1.0,0.0,0.0,0.0,3067.2486,0.0,11423.7426,11070.3026,12,11,4,0,1,5384.054,6039.6885999999995,1.1217734071760794,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7786.6524,4628.4508000000005,7,7,2,0,1,5220.4516,2566.2008,0.4915668215370486,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4452.1900000000005,4452.1900000000005,2.0,2.0,0.0,0.0,0.0,0.0,4452.1900000000005,0.0,12629.630000000001,11444.05,9,8,0,0,1,3997.7299999999996,8631.9,2.159200346196467,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.89,853.89,1.0,1.0,1.0,0.0,0.0,853.89,0.0,0.0,10759.63,10759.63,6,6,1,0,0,3778.31,6981.32,1.8477361571707986,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0019,2982.3537,848.0425,2.0,2.0,1.0,0.0,1.0,0.0,2982.3537,0.0,30706.7609,28572.4497,9.0,9.0,6.0,0.0,1.0,5174.4676,25532.2933,4.934284118427952,82265.1149,73390.60369999999,26,23,8,0,2,23850.6816,58414.4333,2.4491724924121243,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7233.2788,7233.2788,3.0,3.0,1.0,0.0,0.0,2092.69,5140.5887999999995,2.456450214795311,15956.6188,15956.6188,10,10,2,0,0,7344.320000000001,8612.2988,1.1726475425907368,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0021,2106.2200000000003,2106.2200000000003,2.0,2.0,2.0,0.0,0.0,909.94,1196.28,1.3146800887970633,8331.0902,8331.0902,5.0,5.0,2.0,0.0,0.0,7134.8102,1196.28,0.1676680901756854,24087.1002,24087.1002,15,15,5,0,0,17492.7502,6594.35,0.37697617153419366,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4337.71,3471.07,4.0,4.0,2.0,0.0,1.0,0.0,4337.71,0.0,20674.6153,13717.3953,19,18,8,0,3,8053.1455,12621.4698,1.5672720429551412,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0023,3971.96,3971.96,2.0,2.0,1.0,0.0,0.0,3971.96,0.0,0.0,7922.1183,5063.8817,7.0,6.0,3.0,0.0,1.0,7101.838299999999,820.28,0.11550248898232449,16897.63,14039.3934,16,14,6,0,1,12616.3854,4281.2446,0.3393400299898892,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0024,531.83,531.83,1.0,1.0,1.0,0.0,0.0,531.83,0.0,0.0,3754.13,1584.75,4.0,4.0,1.0,0.0,1.0,1616.52,2137.6099999999997,1.3223529557320661,12685.4067,10516.0267,13,11,5,0,1,5673.8302,7011.576499999999,1.2357748210371187,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0025,657.13,657.13,1.0,1.0,0.0,0.0,0.0,657.13,0.0,0.0,1329.71,1329.71,2.0,2.0,0.0,0.0,0.0,1329.71,0.0,0.0,10936.5,10936.5,7,7,0,0,0,7201.04,3735.46,0.5187389599280104,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5475.110000000001,5475.110000000001,5.0,5.0,2.0,0.0,0.0,1568.74,3906.37,2.490132208014075,7408.65,7408.65,7,7,2,0,0,2608.85,4799.8,1.8398144776434062,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0027,11034.179999999998,11034.179999999998,3.0,3.0,0.0,0.0,0.0,785.65,10248.529999999999,5.0,47080.644,47080.644,10.0,10.0,1.0,0.0,0.0,25141.854000000003,21938.79,0.8726003261334665,129324.2043,115531.4043,30,28,5,0,3,53706.295,75617.9093,1.4079896835184778,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0028,3078.8704,3078.8704,3.0,3.0,2.0,0.0,0.0,1032.01,2046.8604,1.9833726417379678,7476.001200000001,7476.001200000001,5.0,5.0,3.0,0.0,0.0,4578.866,2897.1351999999997,0.6327189308444492,21367.2616,21367.2616,15,15,4,0,0,7947.576400000001,13419.6852,1.688525472998284,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0029,1326.6702,1326.6702,2.0,2.0,0.0,0.0,0.0,0.0,1326.6702,0.0,9219.6302,6165.8302,7.0,7.0,2.0,0.0,1.0,2438.08,6781.5502,2.7815125836723977,16105.8639,13052.063900000001,14,12,3,0,1,7203.6637,8902.2002,1.235787867220953,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6760.8356,4677.3556,5.0,5.0,0.0,0.0,1.0,3497.3855999999996,3263.45,0.933111293189976,18074.2686,12728.751,16,15,2,0,3,9788.8872,8285.3814,0.8464068724788248,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3408.915,3408.915,4.0,4.0,1.0,0.0,0.0,2663.475,745.44,0.27987497536113537,22325.11,13719.19,15,15,2,0,2,10530.0438,11795.066200000001,1.1201345810166528,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0032,695.48,695.48,1.0,1.0,0.0,0.0,0.0,695.48,0.0,0.0,5479.7503,5479.7503,6.0,6.0,2.0,0.0,0.0,695.48,4784.2703,5.0,18672.0168,10349.9324,16,16,6,0,1,9135.3965,9536.6203,1.043919691936743,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0033,2910.18,-1351.1,2.0,2.0,0.0,0.0,1.0,0.0,2910.18,0.0,10826.247,6564.967000000001,8.0,8.0,3.0,0.0,1.0,2434.59,8391.657,3.4468460808596104,25167.7474,20906.4674,20,18,6,0,1,8474.092700000001,16693.6547,1.9699636634845872,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5269.75,5269.75,3.0,3.0,1.0,0.0,0.0,1442.29,3827.46,2.6537381525213375,25972.7582,25972.7582,16,15,3,0,0,14524.3138,11448.4444,0.7882261811225808,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0035,452.38,452.38,1.0,1.0,0.0,0.0,0.0,452.38,0.0,0.0,7056.73,6258.83,7.0,7.0,1.0,0.0,1.0,5559.68,1497.05,0.269269094624151,17195.3,14531.94,17,17,2,0,2,13802.17,3393.13,0.24584032800639322,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0036,569.08,569.08,1.0,1.0,0.0,0.0,0.0,569.08,0.0,0.0,3929.85,3929.85,4.0,3.0,1.0,0.0,0.0,2322.1,1607.75,0.6923689763576074,8054.4496,8054.4496,9,8,5,0,0,5822.8496,2231.6,0.383248779085759,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0037,716.61,716.61,1.0,1.0,0.0,0.0,0.0,0.0,716.61,0.0,5513.42,5513.42,8.0,7.0,3.0,0.0,0.0,3921.43,1591.9900000000002,0.40597180110316905,28625.547,28625.547,28,21,11,0,0,16905.1456,11720.4014,0.6933037831984127,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0038,835.885,835.885,2.0,2.0,1.0,0.0,0.0,835.885,0.0,0.0,3457.315,405.9749999999999,4.0,4.0,3.0,0.0,1.0,835.885,2621.4300000000003,3.1361132213163296,11710.455,8659.115,10,10,4,0,1,2729.165,8981.29,3.2908563608283123,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0039,1344.63,1344.63,1.0,1.0,0.0,0.0,0.0,0.0,1344.63,0.0,3520.51,1762.23,3.0,3.0,0.0,0.0,1.0,2175.88,1344.63,0.6179706601466993,15041.4683,11175.7083,11,11,4,0,3,5985.17,9056.2983,1.513122985646189,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0040,763.33,763.33,1.0,1.0,0.0,0.0,0.0,0.0,763.33,0.0,5558.177000000001,2965.377,6.0,6.0,2.0,0.0,1.0,4406.167,1152.01,0.2614540029917159,13238.8912,9219.0312,13,12,4,0,2,7570.971200000001,5667.92,0.748638430958501,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8415.279999999999,7201.32,6.0,6.0,2.0,0.0,1.0,3081.49,5333.79,1.7309126429097612,44450.1183,19355.8559,24,23,7,0,4,23804.743300000002,20645.375,0.8672798836692349,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4763.7654,3487.7242,5.0,5.0,2.0,0.0,1.0,854.4114,3909.3540000000003,4.5754937258561865,12467.3032,11191.261999999999,10,10,3,0,1,5477.9792,6989.324,1.2758945853609667,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5026.1022,5026.1022,4.0,4.0,0.0,0.0,0.0,0.0,5026.1022,0.0,12407.4918,10449.2446,11,11,2,0,1,2995.526,9411.9658,3.142007714171067,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0044,2205.26,-2205.26,1.0,1.0,0.0,0.0,1.0,0.0,2205.26,0.0,6610.588,2200.0679999999998,4.0,4.0,1.0,0.0,1.0,2546.91,4063.6780000000003,1.5955326258093143,19303.4703,14014.3503,13,12,4,0,2,7962.24,11341.2303,1.4243768462141306,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0045,1657.6074,1657.6074,1.0,1.0,0.0,0.0,0.0,1657.6074,0.0,0.0,11813.3174,9256.617400000001,6.0,6.0,0.0,0.0,1.0,2935.9574000000002,8877.36,3.0236678502215324,55419.7395,51012.0395,23,21,4,0,2,29229.7723,26189.9672,0.8960031207632774,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0046,2122.74,2122.74,3.0,3.0,2.0,0.0,0.0,271.15,1851.59,5.0,6132.6,6132.6,6.0,6.0,2.0,0.0,0.0,4281.01,1851.59,0.432512421134265,18063.792,18063.792,16,16,5,0,0,11441.452,6622.34,0.5788024107429722,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4469.3908,4469.3908,5.0,5.0,1.0,0.0,0.0,2155.6908000000003,2313.7,1.0732986381905973,6985.6008,6985.6008,10,10,3,0,0,4671.900799999999,2313.7,0.49523739887627755,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0048,6828.017,6828.017,1.0,1.0,0.0,0.0,0.0,6828.017,0.0,0.0,20601.6606,18202.0206,7.0,7.0,1.0,0.0,1.0,10677.313,9924.3476,0.9294798794415785,75443.8248,73044.1848,19,18,2,0,1,49988.1264,25455.698399999997,0.5092348970294673,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0049,465.8487,-465.8487,1.0,1.0,1.0,0.0,1.0,0.0,465.8487,0.0,6176.5587,2998.4813,4.0,4.0,1.0,0.0,2.0,5710.71,465.8487,0.08157456778579196,11257.7287,5254.9313,10,10,4,0,3,9712.01,1545.7187,0.1591553859602698,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0050,1748.9586,1748.9586,2.0,2.0,1.0,0.0,0.0,1502.99,245.96859999999998,0.16365285198171642,3834.2186,-336.3014000000003,3.0,3.0,1.0,0.0,1.0,3588.25,245.96859999999998,0.06854834529366682,6984.9986,2814.4785999999995,8,8,1,0,1,4171.91,2813.0886,0.6742927340235049,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0051,2283.22,2283.22,1.0,1.0,0.0,0.0,0.0,2283.22,0.0,0.0,6432.01,-695.3899999999999,5.0,5.0,0.0,0.0,2.0,6128.099999999999,303.91,0.04959285912436156,26089.7013,18962.3013,20,18,4,0,2,16213.1438,9876.557499999999,0.6091697959281653,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0052,746.42,746.42,1.0,1.0,0.0,0.0,0.0,0.0,746.42,0.0,4365.9123,4365.9123,4.0,4.0,0.0,0.0,0.0,2317.1962,2048.7161,0.8841357930761323,11501.122299999999,11501.122299999999,10,10,0,0,0,7333.986199999999,4167.1361,0.5681952469449697,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0053,627.66,627.66,1.0,1.0,1.0,0.0,0.0,627.66,0.0,0.0,7442.38,516.0600000000005,6.0,6.0,3.0,0.0,2.0,5130.21,2312.17,0.4506969500273868,16125.7035,3697.6545000000006,17,16,5,0,5,5764.0792,10361.6243,1.7976200431111355,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0054,1730.46,1730.46,1.0,1.0,1.0,0.0,0.0,0.0,1730.46,0.0,15854.9716,13136.2916,10.0,10.0,2.0,0.0,1.0,10816.6568,5038.3148,0.4657922399830602,27815.8237,21575.2237,20,19,4,0,3,15301.0478,12514.7759,0.8179031961458222,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0055,506.8852,506.8852,1.0,1.0,1.0,0.0,0.0,0.0,506.8852,0.0,3382.0552000000002,-314.12479999999977,4.0,4.0,3.0,0.0,1.0,2875.17,506.8852,0.17629747110605634,17001.0452,13304.8652,10,10,5,0,1,6762.26,10238.7852,1.5141069997308592,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0056,3475.44,3475.44,1.0,1.0,0.0,0.0,0.0,3475.44,0.0,0.0,4239.6900000000005,4239.6900000000005,2.0,2.0,0.0,0.0,0.0,4239.6900000000005,0.0,0.0,49507.8104,26335.4728,18,17,6,0,3,35544.4726,13963.3378,0.3928413274586046,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419.96,2419.96,1.0,1.0,1.0,0.0,0.0,2419.96,0.0,0.0,11770.68,11770.68,8,8,2,0,0,7567.2,4203.48,0.555486837932128,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0058,1345.2600000000002,1345.2600000000002,2.0,2.0,0.0,0.0,0.0,1345.2600000000002,0.0,0.0,4093.3726000000006,4093.3726000000006,6.0,6.0,1.0,0.0,0.0,2563.59,1529.7826,0.5967345012267952,16182.0326,16182.0326,15,15,4,0,0,11376.69,4805.3426,0.4223849467639533,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398.34,2398.34,3.0,3.0,1.0,0.0,0.0,1804.95,593.39,0.3287570292805895,9265.7168,6329.6632,11,11,2,0,2,3548.3532,5717.363600000001,1.6112724065913169,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0060,1476.3665999999998,1476.3665999999998,1.0,1.0,0.0,0.0,0.0,0.0,1476.3665999999998,0.0,6217.286599999999,3912.0666,3.0,3.0,1.0,0.0,1.0,4740.92,1476.3665999999998,0.31140930452317267,10388.3266,4770.1666,8,8,2,0,2,6059.66,4328.6666,0.7143414977077921,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.95,2105.95,2.0,2.0,0.0,0.0,0.0,2105.95,0.0,0.0,13490.33,11956.31,8,8,1,0,1,3162.0299999999997,10328.300000000001,3.266351046637762,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0062,331.39,331.39,1.0,1.0,0.0,0.0,0.0,0.0,331.39,0.0,3006.9,3006.9,2.0,2.0,0.0,0.0,0.0,0.0,3006.9,0.0,15872.4411,6566.7411,10,10,1,0,2,4428.05,11444.3911,2.5845216517428664,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9114.2195,7448.3709,9.0,7.0,1.0,0.0,2.0,1242.5643,7871.6552,5.0,33086.0595,18665.4109,25,18,3,0,7,10147.5843,22938.4752,2.260486291303833,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4117.946,4117.946,4.0,4.0,0.0,0.0,0.0,3094.1659999999997,1023.78,0.3308742969834198,13318.252499999999,13318.252499999999,13,13,2,0,0,10360.9925,2957.26,0.2854224631472323,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0065,15980.0,15980.0,2.0,2.0,1.0,0.0,0.0,10563.42,5416.58,0.5127676453269869,51293.6901,19760.7273,12.0,12.0,3.0,0.0,3.0,28974.1501,22319.54,0.7703259603117747,92988.7901,55731.7037,26,24,7,0,5,39679.125700000004,53309.6644,1.343519129001373,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0066,1147.01,1147.01,1.0,1.0,0.0,0.0,0.0,1147.01,0.0,0.0,6537.530000000001,3585.63,5.0,5.0,0.0,0.0,1.0,4061.7,2475.83,0.6095551123913633,10693.578000000001,7158.638000000001,9,8,1,0,2,4061.7,6631.878000000001,1.6327838097348404,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0067,367.3,367.3,1.0,1.0,1.0,0.0,0.0,367.3,0.0,0.0,2206.929,-909.4110000000001,3.0,3.0,2.0,0.0,1.0,1925.47,281.459,0.14617677761793224,8981.298999999999,5134.139,9,9,4,0,2,6320.05,2661.2490000000003,0.42108037119959496,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0068,585.15,585.15,1.0,1.0,0.0,0.0,0.0,585.15,0.0,0.0,585.15,585.15,1.0,1.0,0.0,0.0,0.0,585.15,0.0,0.0,6494.9724,6494.9724,9,9,3,0,0,1340.33,5154.6424,3.8458009594652065,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055.93,2055.93,1.0,1.0,0.0,0.0,0.0,2055.93,0.0,0.0,16094.2255,11749.9255,12,12,2,0,2,9123.95,6970.2755,0.7639537152220255,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2981.84,2981.84,3.0,3.0,1.0,0.0,0.0,427.06,2554.7799999999997,5.0,11960.3264,11960.3264,10,10,4,0,0,6651.6,5308.7264,0.7981126946899992,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0071,1806.9,1806.9,1.0,1.0,0.0,0.0,0.0,0.0,1806.9,0.0,5143.8144,5143.8144,4.0,4.0,1.0,0.0,0.0,1805.8914,3337.923,1.8483520105361817,15837.2468,15837.2468,13,13,5,0,0,10498.1814,5339.0653999999995,0.508570503458818,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3593.4838,3593.4838,3.0,3.0,1.0,0.0,0.0,385.29,3208.1938,5.0,15025.7492,13844.229200000002,17,13,6,0,1,7706.1288,7319.6204,0.9498440254463434,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4919.6558,4919.6558,5.0,5.0,1.0,0.0,0.0,2254.6099999999997,2665.0458,1.182042925383991,13407.7698,13407.7698,12,12,5,0,0,8046.1636,5361.6062,0.6663556033088863,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0074,1094.58,1094.58,1.0,1.0,0.0,0.0,0.0,0.0,1094.58,0.0,10184.7258,10184.7258,5.0,5.0,0.0,0.0,0.0,0.0,10184.7258,0.0,35862.2398,35862.2398,20,18,4,0,0,16364.764,19497.4758,1.1914303072137185,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713.7004,2713.7004,3.0,3.0,1.0,0.0,0.0,589.33,2124.3704,3.604721293672475,12236.4658,9074.4658,12,11,6,0,1,7853.1254,4383.3404,0.5581650841841899,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0076,4095.45,4095.45,1.0,1.0,0.0,0.0,0.0,4095.45,0.0,0.0,5663.1,2527.7999999999997,2.0,2.0,0.0,0.0,1.0,5663.1,0.0,0.0,23376.52,20241.219999999998,14,14,4,0,1,16021.65,7354.87,0.4590582118570809,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
